power_coefficient_SI,power_exponent
24090972.100289308,2.549523391972629
123126.14420218611,2.116289463798741
4647393.722341285,2.412790580772825
21774701.028344847,2.543444490189942
3945300.8263683463,2.401199214218607
3272574.428148593,2.385536830462937
13305262.16684755,2.50105849013981
33398.637801398894,2.009135704415943
11882352.96275427,2.493595721348024
151147750.7353553,2.6995323070275012
2770726.2963861087,2.37212596081058
9810769.992794361,2.4757530499383553
28895273.889570702,2.564264386466028
79050767.91913861,2.648135042767824
2514595.7421156503,2.366637646068355
43136559.73700145,2.599823094474196
130294052.40500484,2.688030804378228
100127606.50755076,2.66710453580185
253513.05257096965,2.174251987013457
168448343.9552215,2.709456286860667
16599944.787631858,2.5184995077682006
36501380.052461736,2.583982047396282
732313.7085410119,2.261841498667687
7486198.89397923,2.4556679909077195
27842003.52028511,2.5632222339775117
3670064.745119574,2.3964579057657542
196423.56216948119,2.1558984968412966
152864450.11692035,2.7028982854577652
100927426.61020695,2.6688585121555035
165389098.9204741,2.7075999335247127
27753393.80994524,2.5609090904482117
66427258.600665525,2.6326300325152103
22403522.632211644,2.54426481281517
159188263.53272042,2.7052551383236314
46659804.612986036,2.602941169532071
137747987.25656053,2.6931010494570673
27248784.855651572,2.560779480562492
27563213.562857226,2.5602003226602466
3687060.7027366073,2.3961700105317427
102992266.07490595,2.6685953172196477
